date_time,Close,high,Low,close_L_bool,high_L_bool,low_L_bool,close_macd,close_rsi,close_dpo,close_cp,close_pi,parabolic_sar,close_bool,high_bool,low_bool,close_macd_bool,close_rsi_bool,close_dpo_bool,close_cp_bool,close_pi_bool,parabolic_sar_bool,close_bool__high_bool__low_bool,high_bool__low_bool,Date,Time,y_prove,y,pred,pred_percent,money_return,right
2021-04-01 21:00,1.17747,1.17781,1.17742,1,1,1,-5.581767001063985e-05,-0.074756558825839,0.00014,0.2524888243229288,0.9995599719620604,1.1761609575175518,0,1,1,0,0,0,0,0,1,0,1,3,21,1,1,0,0.47097593545913696,0.0,False
2021-04-01 22:00,1.17799,1.17825,1.17749,1,1,1,-3.7536012633744e-05,-0.030090153584723,-0.0001974999999998,0.2169915856972259,0.9997312085553056,1.1764536043147436,1,1,1,1,1,0,0,1,1,1,1,3,22,-1,-1,1,0.4673553109169006,-0.0004246320563232,False
2021-04-01 23:00,1.17772,1.17802,1.17756,1,0,1,-5.9749677694765214e-05,-0.0120759248898364,0.0002975,0.174493254047443,0.9996462224040836,1.1767769555380898,0,0,1,0,1,1,0,0,1,0,0,3,23,0,0,0,0.5160877704620361,0.0,True
2021-04-02 00:00,1.17716,1.1784,1.17701,1,0,1,-0.0001071265153979,-0.0181530709423458,0.0001350000000002,0.123516010956502,0.99955074045185,1.17701,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0.5594658255577087,-0.0001274415680412,False
2021-04-02 01:00,1.17716,1.17749,1.17691,1,1,1,-0.0001124176109342,-0.0992950424950744,-0.0003474999999999,0.0650843295857086,0.9998409733914516,1.1784,1,0,0,0,0,0,0,1,1,0,-1,4,1,-1,-1,0,0.4447453618049621,0.0,False
2021-04-02 02:00,1.17781,1.17781,1.17695,1,1,1,-5.849974996279407e-05,-0.1038259747262939,-0.0003025,0.0424321380380897,1.0004124068697364,1.1784,1,1,1,1,0,1,0,1,1,1,1,4,2,1,1,0,0.4918121099472046,0.0,False
2021-04-02 03:00,1.17794,1.17812,1.17765,1,1,1,-3.153915729400342e-05,-0.0905428317123776,0.0002925,0.0423204413889844,1.0006062733119248,1.1783404,1,1,1,1,1,1,0,1,0,1,1,4,3,1,1,1,0.5449917316436768,0.0001527857943164,True
2021-04-02 04:00,1.17779,1.17797,1.17759,1,1,0,-3.641876701119856e-05,-0.159399818263249,0.0002650000000001,0.0347682385695731,1.0006983194127368,1.178283184,0,0,0,0,0,0,0,1,0,-1,-1,4,4,-1,-1,0,0.5577049255371094,0.0,False
2021-04-02 05:00,1.17775,1.17806,1.1776,0,1,0,-4.1794814500165285e-05,-0.188001668445405,-3.250000000010189e-05,0.0233615882970831,1.000497853864057,1.17822825664,0,1,1,0,0,0,0,0,0,0,1,4,5,0,0,0,0.4933888018131256,0.0,True
2021-04-02 06:00,1.17749,1.17815,1.17745,0,0,0,-5.972626264804808e-05,-0.1498808718527705,7.500000000160156e-06,0.0145126981674381,1.000173108713111,1.1781755263744,0,1,0,0,1,1,0,0,0,0,0,4,6,0,0,0,0.5662686228752136,0.0,True
2021-04-02 07:00,1.17776,1.17802,1.17695,0,0,0,-4.125322760761623e-05,-0.0255332598811341,-0.0002075000000001,0.0194543694616769,1.0000563417142834,1.17815,1,0,0,1,1,0,1,0,0,0,-1,4,7,-1,-1,-1,0.5504173636436462,0.0006882195505331,True
2021-04-02 08:00,1.1782,1.17866,1.17743,0,0,0,-3.723389906783528e-06,0.0744655816215457,-4.000000000004e-05,0.0286519257096915,1.000175293748637,1.17691,1,1,1,1,1,1,1,1,0,1,1,4,8,0,0,-1,0.5239335298538208,0.0006539666901641,False
2021-04-02 09:00,1.17788,1.17851,1.17786,0,0,0,-1.871100166803087e-05,0.0368099798936131,0.0003674999999998,0.0303181430152498,1.0000444796669072,1.17691,0,0,1,0,0,1,1,0,1,0,0,4,9,1,1,0,0.4760676324367523,0.0,False
2021-04-02 10:00,1.17778,1.1782,1.17758,0,0,0,-3.135856531553933e-05,-0.0169188976688414,-2.499999999994173e-05,0.0273516619622903,0.9999927063827682,1.17698,0,0,0,0,0,0,0,0,1,-1,-1,4,10,0,0,0,0.4419640302658081,0.0,True
2021-04-02 11:00,1.1773,1.17801,1.1772,0,0,0,-6.488503306500263e-05,-0.0747428435805572,-9.999999999843467e-06,0.0029627973503848,0.9997081326986432,1.1770471999999998,0,0,0,0,0,1,0,0,1,-1,-1,4,11,-1,-1,-1,0.5168173313140869,8.49473326538508e-05,True
2021-04-02 12:00,1.17685,1.17861,1.17567,0,0,0,-9.394853863536536e-05,-0.0368099798936131,-0.0001524999999999,-0.0262796042566188,0.9994227972977916,1.17866,0,1,0,0,1,0,0,0,1,0,0,4,12,0,0,0,0.419163316488266,0.0,True
2021-04-02 13:00,1.17675,1.1769,1.1749,0,0,0,-9.013403707816382e-05,0.0058378629816485,-0.00032,-0.0581762436062797,0.9993687881133776,1.17866,0,0,0,1,1,0,0,0,1,-1,-1,4,13,0,0,0,0.3910708129405975,0.0,True
2021-04-02 14:00,1.17577,1.17678,1.17531,0,0,0,-0.0001332632361909,0.0039670122109799,8.249999999998536e-05,-0.1146288695092531,0.9991653864210128,1.1785096,0,0,1,0,0,1,0,0,0,0,0,4,14,0,0,0,0.5002691745758057,0.0,True
2021-04-02 15:00,1.17601,1.17608,1.1755,0,0,0,-9.773135083999223e-05,0.0169361090827194,-0.0005749999999999,-0.1450191343171375,0.9994266192837264,1.178365216,1,0,1,1,1,0,0,1,0,0,0,4,15,0,0,0,0.4460696280002594,0.0,True
2021-04-02 16:00,1.17604,1.17617,1.17575,0,0,0,-5.793567628658062e-05,0.0005340301193997,-0.0001325,-0.1672594838145799,0.9998163013655916,1.17822660736,1,1,1,1,0,1,0,1,0,1,1,4,16,0,0,0,0.5422558784484863,0.0,True
2021-04-02 17:00,1.17624,1.17627,1.17598,0,0,0,-1.3115693331367212e-05,0.0025210612231994,2.499999999994173e-05,-0.1571727835855452,1.000310250964756,1.1780935430656,1,1,1,1,1,1,1,1,0,1,1,4,17,-1,-1,0,0.4692879915237427,0.0,False
2021-04-02 18:00,1.17617,1.17638,1.17609,1,0,1,5.858138070097155e-06,-0.0023679994915788,0.0001249999999999,-0.1442251285159663,1.0005081404147502,1.177965801342976,0,1,1,1,0,1,1,1,0,0,1,4,18,0,0,0,0.5806189775466919,0.0,True
2021-04-02 19:00,1.17605,1.17641,1.17603,1,1,1,9.425792857295414e-06,0.0049004184939064,4.500000000007276e-05,-0.1318065358043903,1.0004708482251834,1.177843169289257,0,1,0,1,1,0,1,0,0,0,0,4,19,0,0,1,0.8492348194122314,,False
2021-04-02 20:00,1.17603,1.17643,1.17538,1,1,1,1.3939881289147483e-05,0.0163790623880853,-7.249999999991985e-05,-0.1063767517616822,1.0004095731326097,1.1777254425176868,0,1,0,1,1,0,1,0,0,0,0,4,20,1,1,1,0.7750427722930908,0.0003400117304048,True
2021-04-04 21:00,1.17553,1.17584,1.17532,1,1,1,-1.4206850125165363e-05,-0.0050611508295682,8.499999999989072e-05,-0.0990979875589584,1.0001483196229266,1.1776124248169797,0,0,0,0,0,1,1,0,0,-1,-1,6,21,0,0,0,0.4976027607917785,0.0,True
