date_time,Open,High,Low,Close,Volume,Close_bool,High_bool,Low_bool,High_label_bool,Low_label_bool,High_macd,Low_macd,High_rsi,Low_rsi,High_dpo,Low_dpo,High_coppock,Low_coppock,High_poly_interpolation,Low_poly_interpolation,parabolic_sar,High_bool__Low_bool,High_label_bool__Low_label_bool,weekday,hour
2021-05-27 15:00,1.22012,1.22033,1.21857,1.21935,5891,0,0,0,0,1,-7.062694391388332e-05,-1.708025463255524e-05,0.0,0.0,0.0007600000000000939,0.0006500000000000394,0.0,0.0,0.0,0.0,1.21797,-1,0,3,15
2021-05-27 16:00,1.21938,1.21961,1.21851,1.21875,3656,0,0,0,0,1,-0.00012937861824278263,-2.632241817749463e-05,0.0,0.0,7.999999999985796e-05,9.999999999843467e-06,0.0,0.0,0.0,0.0,1.2180976,-1,0,3,16
2021-05-27 17:00,1.21876,1.22037,1.21872,1.22014,3053,1,1,1,0,1,-0.00011378680995724466,-1.7559305937214587e-05,0.0,0.0,-0.0007574999999999665,-0.00023750000000011262,0.0,0.0,0.0,0.0,1.2182200959999998,1,0,3,17
2021-05-27 18:00,1.22012,1.22046,1.21985,1.21985,2025,0,1,1,0,1,-9.491378699737478e-05,6.078205944324747e-05,0.0,0.0,0.0001774999999999416,-0.00019250000000003986,0.0,0.0,0.0,0.0,1.2183376921599998,1,0,3,18
2021-05-27 19:00,1.21985,1.22007,1.21947,1.21992,1821,1,0,0,0,1,-0.00010538966821011181,8.21237351378593e-05,0.0,0.0,0.00033250000000006885,0.0007125000000001158,0.0,0.0,0.0,0.0,1.2184505844735998,-1,0,3,19
2021-05-27 20:00,1.21991,1.21991,1.2192,1.2193,1094,0,0,0,0,0,-0.00011879344392151832,7.345311011557535e-05,0.0,0.0,-0.00013250000000009088,0.00015999999999993797,0.0,0.0,0.0,0.0,1.218558961094656,-1,-1,3,20
2021-05-27 21:00,1.21932,1.21953,1.21909,1.21942,574,1,0,0,0,0,-0.00014709885086237193,5.646929664452733e-05,0.0,0.0,-8.249999999998536e-05,-0.00020250000000010537,-0.06240668700654382,0.04926525375846901,0.0,0.0,1.2186630026508696,-1,-1,3,21
2021-05-27 22:00,1.21942,1.21958,1.2191,1.21915,858,0,1,1,0,0,-0.0001554836318830522,4.269467198202067e-05,0.0,0.0,-0.00024249999999992333,-0.00012500000000015277,-0.061104089940250114,0.048186834291108,0.0,0.0,1.218762882544835,1,-1,3,22
2021-05-27 23:00,1.21916,1.21931,1.21896,1.21927,756,1,0,0,0,0,-0.00017101028020056314,2.198363391253612e-05,0.0,0.0,-2.4999999999053557e-06,1.2499999999970868e-05,-0.0751326832760729,0.04349421724313748,0.0,0.0,1.2188587672430415,-1,-1,3,23
2021-05-28 00:00,1.21927,1.21927,1.21825,1.21841,3099,0,0,0,0,0,-0.0001751315503191684,-3.8415480385590143e-05,0.0,0.0,-0.0001125000000001819,0.0001100000000000545,-0.08631226744257411,-0.0018700259429876146,0.9997187038399367,0.999361633922855,1.22116,-1,-1,4,0
2021-05-28 01:00,1.21844,1.2187,1.21814,1.21825,2670,0,0,0,0,0,-0.00020531230814708297,-8.214593566059179e-05,0.0,0.0,5.500000000013827e-05,-0.00036250000000004334,-0.10761964943432102,-0.03966628588483427,0.9996317847699879,0.9993325210238344,1.22116,-1,-1,4,1
2021-05-28 02:00,1.21825,1.21862,1.21815,1.21856,1861,1,0,1,0,0,-0.0002185059192663593,-0.00010529102879655773,0.0,0.0,-0.0002750000000000252,-0.00023499999999998522,-0.12028644815070755,-0.06686478313776925,0.999741210114772,0.9995584278857405,1.2210392,0,-1,4,2
2021-05-28 03:00,1.21856,1.21886,1.21826,1.21871,1954,1,1,1,0,0,-0.000199441013417396,-0.0001076985657866973,0.0,0.0,-0.00024249999999992333,-4.999999999988347e-05,-0.11883832765979509,-0.07619505666357998,1.0000182191150395,0.99972128436351,1.220923232,1,-1,4,3
2021-05-28 04:00,1.21869,1.21902,1.21851,1.21876,1217,1,1,1,0,0,-0.0001658073546451495,-8.780205751938063e-05,0.0,0.0,6.000000000017103e-05,-5.000000000032756e-06,-0.1054701038158948,-0.07682590443122102,1.0001034320865347,1.0001487918209353,1.2208119027200002,1,-1,4,4
2021-05-28 05:00,1.21877,1.21886,1.21758,1.21774,1979,0,0,0,0,0,-0.00014484915967493046,-0.0001300735382819421,0.0,0.0,0.000180000000000069,0.0003850000000000797,-0.0907330875849809,-0.09891505627874618,1.0002821927913093,1.0001543471260037,1.2207050266112,-1,-1,4,5
2021-05-28 06:00,1.21771,1.21848,1.21714,1.21826,5918,1,0,0,0,0,-0.0001466441085685848,-0.0001775276501265417,0.0,0.0,5.499999999991623e-05,-0.0002924999999998068,-0.08906359955839663,-0.11861343918347106,1.0001551452022834,0.9999885427723448,1.2205175250145281,-1,-1,4,6
2021-05-28 07:00,1.21825,1.21899,1.21775,1.2188,6561,1,1,1,0,0,-0.00010547424066330481,-0.0001583293433391214,0.023012103845049182,0.04882075607263382,-0.0003575000000000106,-0.0006049999999999667,-0.06686759652954952,-0.11813239104697658,1.0001927069955594,1.0001504179591185,1.220247323013366,1,-1,4,7
2021-05-28 08:00,1.21879,1.22005,1.2187,1.21973,6384,1,1,1,0,0,-4.192938231185916e-06,-7.630212849230175e-05,0.17449344057508326,0.05222267953252807,-0.0001049999999997997,-4.249999999994536e-05,-0.01242904037552265,-0.07419694160401946,1.0006118884754132,1.0006173423693248,1.22005,1,-1,4,8
2021-05-28 09:00,1.21972,1.21979,1.21826,1.21861,4365,0,0,0,0,0,4.522595389254812e-05,-4.772761813898288e-05,0.286331924901469,0.037218208438957734,0.0007224999999999593,0.0007374999999998355,0.03165929566476674,-0.04062929639012154,1.0006380640023858,1.0006261626283248,1.22005,-1,-1,4,9
2021-05-28 10:00,1.2186,1.21907,1.21725,1.21777,4737,0,0,0,1,0,3.008866753741212e-05,-9.042143794140225e-05,0.22968996989992485,-0.03716472722720773,0.0003149999999998432,0.00026999999999999247,0.03845075832005864,-0.05173154727112208,1.0000191737233548,0.9999372722696042,1.2198172,-1,0,4,10
2021-05-28 11:00,1.21774,1.21815,1.21507,1.21566,7862,0,0,0,1,1,-3.7549770186451076e-05,-0.0002500073637252604,0.006557480689915018,-0.05222267953252809,-0.00019499999999994522,-7.00000000000145e-05,0.002042988569101026,-0.1292157990173868,0.9992358285187289,0.9986907279024795,1.219603024,-1,1,4,11
2021-05-28 12:00,1.21567,1.21576,1.21326,1.21348,10351,0,0,0,1,1,-0.00022827557608958468,-0.0004503108860632144,-0.23337720388331462,-0.03721820843895774,-4.249999999994536e-05,-0.0008899999999998354,-0.09557885742531436,-0.24189587969577506,0.9980944813544532,0.9976748976357712,1.2191497216,-1,1,4,12
2021-05-28 13:00,1.21351,1.21668,1.21325,1.21644,8524,1,1,0,1,1,-0.00027439524441398767,-0.0005497370229939538,-0.1593610788745471,-0.00983328716506876,-0.001654999999999962,-0.001447499999999824,-0.1555299168893086,-0.3384448872853835,0.9983487480499895,0.9978727136291209,1.218442955008,0,1,4,13
2021-05-28 14:00,1.21644,1.21883,1.2163,1.21797,8692,1,1,1,1,1,-0.00014833978920575515,-0.00038418807352164487,0.08784179839243744,0.14871435250123732,-0.0006749999999999812,-0.0012199999999999989,-0.1480123727327416,-0.31398858403269186,0.9997662481749893,0.9997912344415977,1.21325,1,1,4,14
2021-05-28 15:00,1.21799,1.21984,1.21787,1.21937,5355,1,1,1,1,1,6.609622221053141e-06,-0.00015481072291767864,0.280378612315179,0.27010291634198913,0.0010525000000001228,0.0011299999999998533,-0.07025546048417187,-0.2074549001386134,1.0010333740303254,1.0015959249224973,1.21325,1,1,4,15
2021-05-28 16:00,1.21935,1.22041,1.21922,1.22005,5058,1,1,1,1,1,0.00014345166470214018,8.886165212000662e-05,0.23999233846290624,0.3185001932975948,0.0009000000000001229,0.0012099999999999334,0.01497597713145669,-0.05452922363202353,1.0017505796569455,1.0028478526190265,1.2135136,1,1,4,16
2021-05-28 17:00,1.22005,1.22048,1.21991,1.22017,3414,1,1,1,1,1,0.0002295350858686682,0.0002863979711831612,0.060084270769395376,0.18461898083209605,0.0005199999999998539,0.0008949999999998681,0.07455494275688188,0.09067466960434496,1.001828590805059,1.0031861730421505,1.213927384,1,1,4,17
2021-05-28 18:00,1.22019,1.2202,1.2195,1.2196,3020,0,0,0,1,1,0.00025643201214233164,0.0003738097347987958,-0.020276335841147408,0.0495097564788376,0.0002474999999999561,0.0007850000000000357,0.14095843405735187,0.21298261568608085,1.0013100322413075,1.0023755210812944,1.21445159328,-1,1,4,18
2021-05-28 19:00,1.2196,1.21972,1.21921,1.21926,1655,0,0,0,1,1,0.00023147401553985804,0.0003944214230963043,-0.03747031373629994,0.006150068099127881,-2.4999999999053557e-06,4.0000000000040004e-05,0.16747690846677818,0.297320238116391,1.0004566002492792,1.0010393316460842,1.2149338658175999,-1,1,4,19
2021-05-28 20:00,1.21926,1.21949,1.21882,1.21905,1254,0,0,0,1,1,0.00019074953714875013,0.0003648028869682663,-0.0335076660227005,0.0,-0.00025249999999998884,-0.0001500000000000945,0.15377024767077396,0.30667098886070215,0.9996101023017174,0.9996588655939325,1.2153775565521918,-1,1,4,20
2021-05-30 21:00,1.2199,1.21998,1.21898,1.21942,921,1,1,1,1,1,0.0001877917390404359,0.0003395219274262057,-0.01574524230762664,0.005070190458088097,-0.0003575000000000106,-0.00030749999999990507,0.1444591139392233,0.29864674227882515,0.9992842679749993,0.9987413529116445,1.2157857520280164,1,1,6,21
2021-05-30 22:00,1.21943,1.21994,1.21914,1.21935,1078,0,0,1,1,1,0.00017440903995243043,0.000317511107378325,-0.03176840307748918,-0.022694589326115566,0.00019750000000007262,-5.749999999982158e-05,0.12884529639847606,0.2695213991233317,0.9990915152384614,0.9982886437267454,1.2161612918657752,0,1,6,22
2021-05-30 23:00,1.21932,1.2196,1.2189,1.21892,699,0,0,0,0,0,0.00013565094546766894,0.0002724530534040458,-0.05040428002756414,-0.03303192493415308,0.0001875000000000071,0.00017999999999984695,0.0957911534646925,0.2157385788469512,0.9989132404128669,0.998076772267834,1.216506788516513,-1,-1,6,23
2021-05-31 00:00,1.21893,1.2193,1.21845,1.21915,2098,1,0,0,0,0,8.526333871768254e-05,0.00020128877232579868,-0.039656125335306935,-0.007697265413774801,-0.0001049999999997997,3.250000000010189e-05,0.044798580420829445,0.14094812295650175,0.9988550143245162,0.9979930452462497,1.216824645435192,-1,-1,0,0
2021-05-31 01:00,1.21916,1.21999,1.21886,1.21999,2510,1,1,1,0,0,9.321313537166265e-05,0.00017191657612253614,0.04632427780732651,0.02648532251241531,-0.00040749999999989406,-0.0003874999999999851,0.023672217596641565,0.08093829498723606,0.9993985287305582,0.998646482562335,1.2171170738003767,1,-1,0,1
2021-05-31 02:00,1.22,1.22042,1.2198,1.22036,1372,1,1,1,0,0,0.00012050590063609966,0.0002037101173032712,0.08826828895676686,0.03303192493415308,0.00016249999999984333,-0.0001425000000001564,0.029565389233000908,0.06563387698885699,1.0002187427609284,1.0000120495894285,1.2173861078963466,1,-1,0,2
2021-05-31 03:00,1.22036,1.22041,1.21981,1.21988,1106,0,0,1,0,0,0.00013013730263201572,0.00021235976381970049,0.055600232240312075,0.01634773546819346,0.0003900000000001125,0.0005699999999999594,0.037292252129280855,0.06404412366299542,1.0008749935268322,1.0011248005149846,1.2176336192646389,0,-1,0,3
2021-05-31 04:00,1.21986,1.22001,1.21963,1.21979,888,0,0,0,0,0,0.0001030085121557085,0.0001934404697862905,-0.12093198791302062,-0.05973595216907435,0.00020249999999988333,0.00028500000000009074,0.027043066178967585,0.057945588409852464,1.0009750001177544,1.0016166768142267,1.2178613297234677,-1,-1,0,4
2021-05-31 05:00,1.21979,1.22021,1.21924,1.21939,1160,0,1,0,1,0,9.231710228093667e-05,0.0001443906792099113,-0.2522676504258637,-0.18390741694478696,-0.00025249999999998884,1.0000000000065512e-05,0.028460371343998033,0.03968303188256592,1.0009013251165646,1.001413691222766,1.2180708233455904,0,0,0,5
2021-05-31 06:00,1.21942,1.2197,1.21832,1.21896,2776,0,0,0,1,0,4.6967834833884286e-05,4.487449080921546e-05,-0.29482665336698544,-0.2984745433848588,0.00012749999999983608,-1.0000000000065512e-05,0.0222177855079281,0.009791284158430487,1.0002865603666593,1.0003991351072512,1.2182635574779432,-1,0,0,6
2021-05-31 07:00,1.21895,1.22014,1.21893,1.21911,4870,1,1,1,1,1,4.279270866108223e-05,1.6482492586757688e-05,-0.16293164437804453,-0.27052778409430567,-0.00031500000000006523,-0.0007099999999999884,0.02473209195659317,-0.0007852793266020983,0.9997755238794157,0.9997869850587866,1.21832,1,1,0,7
2021-05-31 08:00,1.2191,1.22036,1.21884,1.22003,6450,1,1,0,1,1,5.050618429760053e-05,-1.0551817280760132e-05,-0.01014158249960409,-0.13586726290990306,3.750000000013465e-05,9.749999999986159e-05,0.023878292523355996,-0.020424023845583183,0.9997007219526854,0.9993879950829866,1.2184928000000002,0,1,0,8
2021-05-31 09:00,1.22002,1.22002,1.21849,1.21868,4397,0,0,0,1,1,2.9413846540219052e-05,-5.188651406177645e-05,0.07738768598518253,-0.01718777128738258,0.00030499999999977767,0.00019499999999994522,0.02013680684266382,-0.035122879035440153,0.999679268447715,0.9993431153261235,1.22048,-1,1,0,9
2021-05-31 10:00,1.21869,1.21931,1.21851,1.21901,3198,1,0,1,1,1,-3.230729751065847e-05,-7.628678773417803e-05,0.044015872284473206,0.0360048035162412,6.250000000007638e-05,-0.00020249999999988333,-0.006407816246594885,-0.055317112202610576,0.9994665374601458,0.9995097696200044,1.22048,0,1,0,10
2021-05-31 11:00,1.21902,1.22013,1.21858,1.21989,2443,1,1,1,1,1,-1.8543605367744447e-05,-8.542903419977968e-05,0.0034759957688245413,0.026952709228259195,-0.0006450000000002287,-9.500000000017828e-05,-0.014845372510707682,-0.06633052489432359,0.9998743552982953,0.9998628143713869,1.2204004,1,1,0,11
2021-05-31 12:00,1.21991,1.22018,1.21972,1.21985,2653,0,1,1,1,1,-7.286332280514692e-06,-1.604898280809216e-05,-0.0070965093163890824,0.06931240004930234,0.00021999999999988695,-0.00024500000000005073,-0.008185579977212197,-0.0239439808332225,1.000154679013466,1.0006315980898945,1.220323984,1,1,0,12
2021-05-31 13:00,1.21986,1.22054,1.21938,1.22048,2834,1,1,0,1,1,2.160992385153129e-05,4.496743139590465e-06,0.05885450951554205,0.07053981654399819,0.000140000000000029,0.0006724999999998538,0.014891335620400546,-0.0022305412690145692,1.0004142863009893,1.000735063431686,1.21849,0,1,0,13
2021-05-31 14:00,1.22045,1.22278,1.22006,1.22278,4732,1,1,1,1,1,0.0001799751179263362,5.844078717946396e-05,0.16331589982493055,0.11223607034565813,-0.0003675000000000761,-5.500000000013827e-05,0.0890763440200083,0.041368493642066885,1.0013408250807374,1.000915406377243,1.21849,1,1,0,14
2021-05-31 15:00,1.22274,1.22312,1.222,1.22291,3891,1,1,1,1,1,0.000289523407961491,0.00021076747207485484,0.18570045917351263,0.12975565357931051,0.0011250000000000426,-0.00022999999999995246,0.17030474576486596,0.1288990546705963,1.001596275568876,1.0015370293832995,1.2186616000000001,1,1,0,15
2021-05-31 16:00,1.22291,1.22308,1.22251,1.2228,2555,0,0,1,1,1,0.00033782091123971136,0.0003250336327777848,0.14146375882756923,0.12056373427169831,0.000740000000000185,0.0010125000000000828,0.2471750233112958,0.22746007391460796,1.0013030089243353,1.0016192538865194,1.218929104,0,1,0,16
2021-05-31 17:00,1.22281,1.22293,1.22264,1.22274,1924,0,0,1,1,1,0.000337405867863283,0.00038446264366454665,0.03965254880541935,0.11726705958545258,0.00010249999999989434,0.0007075000000000831,0.2640795309809706,0.3056400723384161,1.0006141831163888,1.0011590296538182,1.2191805577600001,0,1,0,17
2021-05-31 18:00,1.22273,1.22282,1.2226,1.22273,1810,0,0,0,1,1,0.00030826419155149053,0.00039468015348350033,0.027612297622987336,0.10342650469169723,-5.749999999982158e-05,0.00020249999999988333,0.2679300760915227,0.325811126323975,0.9998388403866096,1.000356499017783,1.2194169242944002,-1,1,0,18
2021-05-31 19:00,1.22273,1.22274,1.2225,1.2226,1075,0,0,0,1,1,0.0002638568065364594,0.0003687886133354151,0.02929764046718586,0.1062249790013956,-7.249999999991985e-05,3.74999999999126e-05,0.261266000589734,0.33328350944761254,0.9992335232061456,0.9995287128686166,1.2196391088367362,-1,1,0,19
2021-05-31 20:00,1.2226,1.22291,1.2224,1.22243,1263,0,1,0,1,1,0.00022756211247414756,0.00032078135368693544,0.04281441397261854,0.06331884069532012,-0.0001100000000000545,-3.500000000022929e-05,0.22564368647753857,0.31933470666141334,0.9990781420204284,0.9990084852635538,1.2198479623065321,0,1,0,20
2021-05-31 21:00,1.22243,1.2228,1.22234,1.2226,837,1,0,0,1,1,0.00017986731781437964,0.0002632505903473766,0.005525077907633014,-0.0019121581274729182,9.249999999982883e-05,-5.999999999994898e-05,0.18088791328116624,0.26984912515787257,0.9990725037327814,0.9988607299571955,1.2200442845681403,-1,1,0,21
2021-05-31 22:00,1.22262,1.22328,1.22258,1.22301,1240,1,1,1,1,0,0.0001647698685562863,0.00022131183487443952,0.003645395956815567,-0.011090046996672709,-0.00013249999999986883,-0.00011499999999986521,0.15223267377089372,0.21991094595203844,0.9994216218705755,0.9990420736036741,1.2202288274940518,1,0,0,22
2021-05-31 23:00,1.22297,1.22343,1.22283,1.22325,505,1,1,1,1,0,0.0001494598641984937,0.0001914781089271155,0.0048437057401610195,-0.0017750448784853434,0.00017500000000003624,4.249999999994536e-05,0.12759325113269274,0.18066470460559889,0.9997850289757709,0.9994351333598908,1.2204729212945276,1,0,0,23
2021-06-01 00:00,1.22325,1.22345,1.22237,1.22295,1632,0,1,0,1,0,0.00012618226458943496,0.00012504855553223924,0.025775113237827996,-0.02008479968470711,0.00018999999999991246,0.000300000000000189,0.10773479135198202,0.130270289298845,1.0001296107286204,0.9995979255731829,1.2207686291650748,0,0,1,0
2021-06-01 01:00,1.22296,1.22364,1.22284,1.22319,2851,1,1,1,1,0,0.00010969238881481833,9.822920982841964e-05,0.02169572905353534,-0.04275955793794539,-2.220446049250313e-16,-0.0002849999999998687,0.09322884580757178,0.09609896998865676,1.000424861579815,1.0000307189445377,1.2210903936652657,1,0,1,1
2021-06-01 02:00,1.22317,1.22357,1.22263,1.2228,1274,0,0,0,1,0,8.14787496409144e-05,5.402279371156883e-05,-0.015454743791039505,-0.09545943155825509,0.00011749999999999261,0.00017249999999990884,0.07901006553040943,0.061195414795286174,1.0006240272639697,1.0003798077824613,1.2214473385521285,-1,0,1,2
2021-06-01 03:00,1.22279,1.2232,1.22259,1.22301,1111,1,0,0,1,0,2.806488258401093e-05,1.1961746058541337e-05,-0.12131990697896577,-0.07337678301121953,0.00010500000000002174,2.250000000003638e-05,0.06334641684299001,0.04342644545398777,1.0005067821596945,1.0005506944207927,1.2217543111548306,-1,0,1,3
2021-06-01 04:00,1.223,1.223,1.22223,1.22223,1531,0,0,0,1,0,-2.7558918621908585e-05,-4.6998632244142375e-05,-0.27011230301721134,-0.16485291034037797,-0.00015249999999999986,1.7500000000003624e-05,0.03595136299246892,0.013595052517422325,1.0002118356446812,1.0004210829101827,1.2220183075931543,-1,0,1,4
2021-06-01 05:00,1.22223,1.22255,1.22181,1.22248,1761,1,0,0,1,0,-9.754357577029566e-05,-0.00011718232358480009,-0.30957192072878004,-0.21709123569295447,-7.999999999985796e-05,-8.500000000011276e-05,-0.0011521747321166398,-0.022708448145456826,0.9997402600155958,1.000135558041817,1.22364,-1,0,1,5
2021-06-01 06:00,1.22248,1.22375,1.22197,1.22325,3364,1,1,1,1,0,-6.733916099585882e-05,-0.00015344009779950246,-0.12587339208947818,-0.22479183615800277,-0.0005749999999999922,-0.00034000000000000696,0.008208012437523586,-0.039448420738665654,1.000061176450142,1.000035001887077,1.22181,1,0,1,6
2021-06-01 07:00,1.22324,1.22414,1.22274,1.22414,4870,1,1,1,1,1,-2.7460370381574136e-05,-0.00012725457602718606,0.10070949356945894,-0.06671672411650761,0.00038999999999989043,-0.0002174999999999816,0.02821208585651201,-0.030271192638316825,1.0002547436325664,1.0003229174940378,1.22181,1,1,1,7
2021-06-01 08:00,1.22414,1.22414,1.22132,1.22299,6965,0,1,0,1,1,-8.434681665099456e-06,-0.0002027741392196038,0.1775648411664852,0.0049494257672765135,0.0004949999999999122,0.0007799999999997809,0.05301226763934624,-0.054457428471463405,1.0003096882027782,0.9996865866250224,1.22414,0,1,1,8
2021-06-01 09:00,1.22298,1.22384,1.22291,1.22326,4178,1,0,1,1,1,-2.2602746066789875e-05,-0.00014552828764880508,0.07988035691757106,0.06840028411029907,0.00017249999999990884,-0.0009149999999999991,0.05443474456689335,-0.030225218314019132,1.0003287691344633,1.0001666030931105,1.22414,0,1,1,9
2021-06-01 10:00,1.22324,1.22336,1.22218,1.2223,4146,0,0,0,1,1,-6.826896176280873e-05,-0.00015579385998361513,-0.033787787123461366,0.03447661606327784,-2.999999999997449e-05,0.0006224999999999703,0.03920530531948852,-0.034761513032689616,1.000034392287512,1.0002177204313902,1.2240272,-1,1,1,10
2021-06-01 11:00,1.22229,1.22274,1.22187,1.22216,2890,0,0,0,1,1,-0.00014006258414393292,-0.0001806776421199211,-0.09786305398242229,0.041258923048282714,-0.00016000000000016001,0.0001100000000000545,0.01476743058502647,-0.02053656898594619,0.9996133419598424,1.0000760593913374,1.223918912,-1,1,1,11
2021-06-01 12:00,1.22217,1.2227,1.22169,1.22246,3997,1,0,0,1,1,-0.00018713534256938492,-0.00020471128878981964,-0.12399119059576094,-0.019183470405999548,-0.00042000000000008697,-0.00029250000000002885,-0.02056874509107159,-0.03771279131583436,0.9994565949980061,0.999928851198835,1.22381495552,-1,1,1,12
2021-06-01 13:00,1.22247,1.22417,1.22157,1.22387,7312,1,1,0,0,1,-0.0001194547189455143,-0.00022265656528179642,-0.037444884125596656,-0.04883828959594161,-0.0005425000000001123,-0.0001374999999999016,-0.0064413799531764905,-0.056781397015518154,1.000082280067885,0.9998187207572216,1.22132,0,0,1,13
2021-06-01 14:00,1.22387,1.22542,1.22367,1.22459,11635,1,1,1,0,0,2.835546704875241e-06,-9.36623552248671e-05,0.06882830193236802,0.0416628410916309,0.00041250000000014886,-0.0006299999999999084,0.053039237433620094,0.01573768667052527,1.0008518685072325,1.0006384455012465,1.22132,1,-1,1,14
2021-06-01 15:00,1.22461,1.22511,1.22404,1.22404,4747,0,0,1,0,0,5.338140187260401e-05,1.0477505714882353e-05,0.11080417924969038,0.09931646733448254,0.0010700000000001264,0.0009275000000001921,0.1011089261466445,0.07065766345986271,1.0008898928865302,1.0009913607411456,1.221484,0,-1,1,15
2021-06-01 16:00,1.22405,1.22427,1.22323,1.22328,3764,0,0,0,0,0,2.2364524382463102e-05,1.8251234883826634e-05,0.048554807293055946,0.09765567636285477,0.0003675000000000761,0.0009125000000000938,0.10118966799555276,0.10621757758280764,1.0003183593379326,1.0005503726241662,1.22164144,-1,-1,1,16
2021-06-01 17:00,1.22328,1.2234,1.22268,1.22303,3196,0,0,0,0,0,-6.0113841023014345e-05,-1.8231977810882565e-05,-0.009433431675563042,0.017553563103865355,-0.00027999999999983594,-0.00017500000000003624,0.06586580380139948,0.09324314636326222,0.9996171333999039,0.9999383419766074,1.2217925824,-1,-1,1,17
2021-06-01 18:00,1.22302,1.22326,1.22265,1.22283,2722,0,0,0,0,0,-0.00012379971168546735,-4.731533442085085e-05,-0.0048555729753989585,0.05857540847641013,-0.0006099999999997774,-0.00046999999999997044,0.0360240631493818,0.07744140452257592,0.9992676172492782,0.9995650198020092,1.221937679104,-1,-1,1,18
2021-06-01 19:00,1.22283,1.22283,1.22183,1.22201,3407,0,0,0,0,0,-0.0001905932500602329,-0.00012054412018234725,-0.006495519524647331,0.09327350044859045,-0.000180000000000069,5.250000000001087e-05,-0.01085253285814446,0.04901866796899226,0.9990747139601021,0.9990386319685423,1.22542,-1,-1,1,19
2021-06-01 20:00,1.22201,1.22205,1.22116,1.22126,1648,0,0,0,0,0,-0.00027773496846467734,-0.0002077562377362205,-0.10052648793544589,0.04421865338801534,-5.499999999991623e-05,-0.0002500000000000835,-0.08129222024473974,-0.018793913259791753,0.9989088928056074,0.9987568925495001,1.22542,-1,-1,1,20
2021-06-01 21:00,1.22125,1.22171,1.2211,1.22136,1089,1,0,0,0,0,-0.0003443496327755251,-0.0002597587400227289,-0.14797780686099088,-0.11099293267995974,-0.0004124999999999268,-0.0005249999999998867,-0.1487816118088082,-0.08834640308284748,0.9989753802848401,0.9988754471397486,1.2252496,-1,-1,1,21
2021-06-01 22:00,1.22136,1.22153,1.2212,1.22143,1229,1,0,1,0,0,-0.0003836106177987059,-0.0002761636115603479,-0.12695197521252524,-0.09001775566587145,-0.000320000000000098,-0.0002224999999997923,-0.1972418616749574,-0.12314678936885431,0.9992207160435147,0.9993086959205152,1.225000624,0,-1,1,22
